Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2021,AR,Arkansas,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,18-24,Age Group,73,37.9,30.2,45.6,3671,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,05,AGE01,CAT3,_MENT14D,RESP222,"(34.74865012400045, -92.27449074299966)"
2021,GA,Georgia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"Less than $15,000",Household Income,240,50.5,43.2,57.8,3725,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,13,INCOME01,CAT6,_MENT14D,RESP222,"(32.83968109300048, -83.62758034599966)"
2021,IL,Illinois,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,45-54,Age Group,118,22.8,18.0,27.6,3681,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,17,AGE04,CAT3,_MENT14D,RESP223,"(40.48501028300046, -88.99771017799969)"
2021,VA,Virginia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,45-54,Age Group,201,14.3,11.8,16.7,3682,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,51,AGE04,CAT3,_MENT14D,RESP224,"(37.54268067400045, -78.45789046299967)"
2021,NJ,New Jersey,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,College graduate,Education Attained,2249,59.4,57.3,61.5,3722,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,34,EDUCA4,CAT5,_MENT14D,RESP222,"(40.13057004800049, -74.27369128799967)"
2021,SC,South Carolina,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,18-24,Age Group,90,26.2,20.8,31.7,3673,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,45,AGE01,CAT3,_MENT14D,RESP224,"(33.998821303000454, -81.04537120699968)"
2021,WA,Washington,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Male,Gender,1539,28.6,27.1,30.1,3666,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,53,SEX1,CAT2,_MENT14D,RESP223,"(47.52227862900048, -120.47001078999972)"
2021,TX,Texas,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Overall,Overall,2596,26.1,24.5,27.6,3663,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,48,BO1,CAT1,_MENT14D,RESP223,"(31.827240407000488, -99.42677020599967)"
2021,WY,Wyoming,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$35,000-$49,999",Household Income,62,14.4,9.6,19.2,3736,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,56,INCOME04,CAT6,_MENT14D,RESP224,"(43.23554134300048, -108.10983035299967)"
2021,PR,Puerto Rico,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,65+,Age Group,73,5.3,3.6,6.9,3687,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,72,AGE09,CAT3,_MENT14D,RESP223,"(18.220833, -66.590149)"
2021,DE,Delaware,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$25,000-$34,999",Household Income,92,26.6,20.5,32.8,3732,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,10,INCOME03,CAT6,_MENT14D,RESP223,"(39.008830667000495, -75.57774116799965)"
2021,MO,Missouri,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Hispanic,Race/Ethnicity,70,24.1,17.3,30.9,3711,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,29,RACE08,CAT4,_MENT14D,RESP223,"(38.635790776000476, -92.56630005299968)"
2021,NJ,New Jersey,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"Other, non-Hispanic",Race/Ethnicity,48,18.6,12.1,25.0,3705,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,34,RACE06,CAT4,_MENT14D,RESP223,"(40.13057004800049, -74.27369128799967)"
2021,ND,North Dakota,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Less than H.S.,Education Attained,39,17.5,11.3,23.7,3714,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,38,EDUCA1,CAT5,_MENT14D,RESP223,"(47.47531977900047, -100.11842104899966)"
2021,VA,Virginia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"White, non-Hispanic",Race/Ethnicity,1749,26.8,25.4,28.2,3690,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,51,RACE01,CAT4,_MENT14D,RESP223,"(37.54268067400045, -78.45789046299967)"
2021,ME,Maine,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,College graduate,Education Attained,1239,28.8,26.9,30.6,3723,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,23,EDUCA4,CAT5,_MENT14D,RESP223,"(45.254228894000505, -68.98503133599962)"
2021,MD,Maryland,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,College graduate,Education Attained,2132,32.1,30.6,33.6,3723,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,24,EDUCA4,CAT5,_MENT14D,RESP223,"(39.29058096400047, -76.60926011099963)"
2021,AR,Arkansas,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$100,000-$199,999",Household Income,62,14.8,10.2,19.3,3742,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,05,INCOME06,CAT6,_MENT14D,RESP224,"(34.74865012400045, -92.27449074299966)"
2021,NC,North Carolina,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"Black, non-Hispanic",Race/Ethnicity,580,64.2,60.2,68.2,3692,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,37,RACE02,CAT4,_MENT14D,RESP222,"(35.466220975000454, -79.15925046299964)"
2021,AR,Arkansas,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,25-34,Age Group,122,43.4,36.9,49.9,3674,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,05,AGE02,CAT3,_MENT14D,RESP222,"(34.74865012400045, -92.27449074299966)"
2021,GU,Guam,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,18-24,Age Group,14,14.8,6.1,23.5,3673,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,66,AGE01,CAT3,_MENT14D,RESP224,"(13.444304, 144.793731)"
2021,PR,Puerto Rico,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,H.S. or G.E.D.,Education Attained,110,11.7,9.0,14.5,3718,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,72,EDUCA2,CAT5,_MENT14D,RESP224,"(18.220833, -66.590149)"
2021,TX,Texas,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"White, non-Hispanic",Race/Ethnicity,816,15.1,13.4,16.7,3691,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,48,RACE01,CAT4,_MENT14D,RESP224,"(31.827240407000488, -99.42677020599967)"
2021,LA,Louisiana,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"$50,000-$99,999",Household Income,693,61.6,57.7,65.4,3737,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,22,INCOME05,CAT6,_MENT14D,RESP222,"(31.31266064400046, -92.44568007099969)"
2021,AL,Alabama,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"Black, non-Hispanic",Race/Ethnicity,181,19.9,16.6,23.2,3694,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,01,RACE02,CAT4,_MENT14D,RESP224,"(32.84057112200048, -86.63186076199969)"
2021,ME,Maine,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,College graduate,Education Attained,3297,61.5,59.5,63.4,3722,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,23,EDUCA4,CAT5,_MENT14D,RESP222,"(45.254228894000505, -68.98503133599962)"
2021,ID,Idaho,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"$100,000-$199,999",Household Income,568,62.7,58.7,66.8,3740,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,16,INCOME06,CAT6,_MENT14D,RESP222,"(43.682630005000476, -114.3637300419997)"
2021,UT,Utah,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$200,000+",Household Income,29,8.1,4.7,11.5,3745,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,49,INCOME07,CAT6,_MENT14D,RESP224,"(39.360700171000474, -111.58713063499971)"
2021,ID,Idaho,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,45-54,Age Group,122,10.2,8.2,12.4,3682,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,16,AGE04,CAT3,_MENT14D,RESP224,"(43.682630005000476, -114.3637300419997)"
2021,MS,Mississippi,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Overall,Overall,2972,65.3,63.4,67.3,3662,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,28,BO1,CAT1,_MENT14D,RESP222,"(32.745510099000455, -89.53803082499968)"
2021,MS,Mississippi,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,25-34,Age Group,70,12.4,9.1,15.8,3676,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,28,AGE02,CAT3,_MENT14D,RESP224,"(32.745510099000455, -89.53803082499968)"
2021,NH,New Hampshire,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Female,Gender,2144,50.3,47.9,52.7,3668,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,33,SEX2,CAT2,_MENT14D,RESP222,"(43.65595011300047, -71.50036091999965)"
2021,CA,California,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Male,Gender,2144,64.9,62.8,67.0,3665,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,06,SEX1,CAT2,_MENT14D,RESP222,"(37.63864012300047, -120.99999953799971)"
2021,AZ,Arizona,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$100,000-$199,999",Household Income,125,9.8,7.7,11.9,3742,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,04,INCOME06,CAT6,_MENT14D,RESP224,"(34.865970280000454, -111.76381127699972)"
2021,MO,Missouri,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,65+,Age Group,376,8.6,7.1,10.0,3688,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,29,AGE09,CAT3,_MENT14D,RESP224,"(38.635790776000476, -92.56630005299968)"
2021,CA,California,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"Less than $15,000",Household Income,169,24.0,19.8,28.3,3726,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,06,INCOME01,CAT6,_MENT14D,RESP223,"(37.63864012300047, -120.99999953799971)"
2021,NM,New Mexico,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Hispanic,Race/Ethnicity,1466,62.6,60.0,65.3,3710,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,35,RACE08,CAT4,_MENT14D,RESP222,"(34.52088095200048, -106.24058098499967)"
2021,DE,Delaware,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Male,Gender,1146,69.3,66.2,72.4,3665,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,10,SEX1,CAT2,_MENT14D,RESP222,"(39.008830667000495, -75.57774116799965)"
2021,MA,Massachusetts,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,55-64,Age Group,337,21.7,18.8,24.6,3684,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,25,AGE05,CAT3,_MENT14D,RESP223,"(42.27687047000046, -72.08269067499964)"
2021,AZ,Arizona,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Female,Gender,1545,28.3,26.6,30.0,3669,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,04,SEX2,CAT2,_MENT14D,RESP223,"(34.865970280000454, -111.76381127699972)"
2021,WY,Wyoming,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,45-54,Age Group,336,62.6,57.9,67.4,3680,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,56,AGE04,CAT3,_MENT14D,RESP222,"(43.23554134300048, -108.10983035299967)"
2021,HI,Hawaii,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Overall,Overall,837,10.7,9.7,11.6,3664,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,15,BO1,CAT1,_MENT14D,RESP224,"(21.304850435000446, -157.85774940299973)"
2021,NE,Nebraska,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$200,000+",Household Income,110,29.4,23.7,35.2,3744,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,31,INCOME07,CAT6,_MENT14D,RESP223,"(41.6410409880005, -99.36572062299967)"
2021,AL,Alabama,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,H.S. or G.E.D.,Education Attained,196,18.0,15.0,20.9,3718,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,01,EDUCA2,CAT5,_MENT14D,RESP224,"(32.84057112200048, -86.63186076199969)"
2021,AK,Alaska,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,18-24,Age Group,69,24.3,17.7,31.0,3673,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,02,AGE01,CAT3,_MENT14D,RESP224,"(64.84507995700051, -147.72205903599973)"
2021,WI,Wisconsin,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,65+,Age Group,150,6.0,4.7,7.2,3688,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,55,AGE09,CAT3,_MENT14D,RESP224,"(44.39319117400049, -89.81637074199966)"
2021,TX,Texas,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$15,000-$24,999",Household Income,213,21.1,16.5,25.7,3730,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,48,INCOME02,CAT6,_MENT14D,RESP224,"(31.827240407000488, -99.42677020599967)"
2021,MT,Montana,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"$200,000+",Household Income,144,69.1,61.7,76.5,3743,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,30,INCOME07,CAT6,_MENT14D,RESP222,"(47.06652897200047, -109.42442064499971)"
2021,NC,North Carolina,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"Asian, non-Hispanic",Race/Ethnicity,16,26.2,13.2,39.0,3699,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,37,RACE04,CAT4,_MENT14D,RESP223,"(35.466220975000454, -79.15925046299964)"
2021,SC,South Carolina,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"Black, non-Hispanic",Race/Ethnicity,381,24.8,21.7,28.0,3693,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,45,RACE02,CAT4,_MENT14D,RESP223,"(33.998821303000454, -81.04537120699968)"
2021,SC,South Carolina,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,H.S. or G.E.D.,Education Attained,381,18.6,16.2,21.0,3718,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,45,EDUCA2,CAT5,_MENT14D,RESP224,"(33.998821303000454, -81.04537120699968)"
2021,NV,Nevada,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"$100,000-$199,999",Household Income,251,64.1,56.8,71.4,3740,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,32,INCOME06,CAT6,_MENT14D,RESP222,"(39.493240390000494, -117.07184056399967)"
2021,OH,Ohio,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$35,000-$49,999",Household Income,220,16.2,13.4,19.0,3736,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,39,INCOME04,CAT6,_MENT14D,RESP224,"(40.06021014100048, -82.40426005599966)"
2021,LA,Louisiana,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,35-44,Age Group,323,48.4,43.8,53.0,3677,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,22,AGE03,CAT3,_MENT14D,RESP222,"(31.31266064400046, -92.44568007099969)"
2021,GU,Guam,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,65+,Age Group,20,2.5,1.0,3.9,3688,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,66,AGE09,CAT3,_MENT14D,RESP224,"(13.444304, 144.793731)"
2021,SD,South Dakota,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,H.S. or G.E.D.,Education Attained,197,13.8,9.9,17.7,3718,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,46,EDUCA2,CAT5,_MENT14D,RESP224,"(44.353130053000484, -100.3735306369997)"
2021,NE,Nebraska,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"Asian, non-Hispanic",Race/Ethnicity,31,22.8,14.4,31.2,3699,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,31,RACE04,CAT4,_MENT14D,RESP223,"(41.6410409880005, -99.36572062299967)"
2021,LA,Louisiana,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Hispanic,Race/Ethnicity,96,52.2,42.2,62.1,3710,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,22,RACE08,CAT4,_MENT14D,RESP222,"(31.31266064400046, -92.44568007099969)"
2021,NH,New Hampshire,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Less than H.S.,Education Attained,47,27.2,18.3,36.1,3715,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,33,EDUCA1,CAT5,_MENT14D,RESP224,"(43.65595011300047, -71.50036091999965)"
2021,WI,Wisconsin,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,35-44,Age Group,340,48.2,43.4,53.0,3677,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,55,AGE03,CAT3,_MENT14D,RESP222,"(44.39319117400049, -89.81637074199966)"
2021,GA,Georgia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"$35,000-$49,999",Household Income,547,60.2,54.7,65.7,3734,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,13,INCOME04,CAT6,_MENT14D,RESP222,"(32.83968109300048, -83.62758034599966)"
2021,NH,New Hampshire,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Overall,Overall,696,14.6,13.2,15.9,3664,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,33,BO1,CAT1,_MENT14D,RESP224,"(43.65595011300047, -71.50036091999965)"
2021,CT,Connecticut,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"White, non-Hispanic",Race/Ethnicity,1676,28.5,26.8,30.1,3690,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,09,RACE01,CAT4,_MENT14D,RESP223,"(41.56266102000046, -72.64984095199964)"
2021,ME,Maine,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,25-34,Age Group,303,32.5,28.4,36.5,3675,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,23,AGE02,CAT3,_MENT14D,RESP223,"(45.254228894000505, -68.98503133599962)"
2021,IL,Illinois,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Female,Gender,211,14.8,12.5,17.1,3670,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,17,SEX2,CAT2,_MENT14D,RESP224,"(40.48501028300046, -88.99771017799969)"
2021,SC,South Carolina,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"Black, non-Hispanic",Race/Ethnicity,1294,57.3,53.8,60.8,3692,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,45,RACE02,CAT4,_MENT14D,RESP222,"(33.998821303000454, -81.04537120699968)"
2021,IA,Iowa,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$50,000-$99,999",Household Income,259,11.5,9.8,13.1,3739,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,19,INCOME05,CAT6,_MENT14D,RESP224,"(42.46940091300047, -93.81649055599968)"
2021,WV,West Virginia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,College graduate,Education Attained,262,13.4,11.7,15.1,3724,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,54,EDUCA4,CAT5,_MENT14D,RESP224,"(38.66551020200046, -80.71264013499967)"
2021,VA,Virginia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,H.S. or G.E.D.,Education Attained,400,24.0,21.3,26.7,3717,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,51,EDUCA2,CAT5,_MENT14D,RESP223,"(37.54268067400045, -78.45789046299967)"
2021,CO,Colorado,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,18-24,Age Group,244,34.1,30.1,38.1,3671,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,08,AGE01,CAT3,_MENT14D,RESP222,"(38.843840757000464, -106.13361092099967)"
2021,VI,Virgin Islands,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$35,000-$49,999",Household Income,40,19.7,8.7,30.7,3735,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,78,INCOME04,CAT6,_MENT14D,RESP223,"(18.335765, -64.896335)"
2021,SC,South Carolina,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,65+,Age Group,634,14.0,12.7,15.4,3687,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,45,AGE09,CAT3,_MENT14D,RESP223,"(33.998821303000454, -81.04537120699968)"
2021,MD,Maryland,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,25-34,Age Group,631,46.5,43.1,49.9,3674,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,24,AGE02,CAT3,_MENT14D,RESP222,"(39.29058096400047, -76.60926011099963)"
2021,MI,Michigan,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"White, non-Hispanic",Race/Ethnicity,1943,27.9,26.5,29.2,3690,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,26,RACE01,CAT4,_MENT14D,RESP223,"(44.6613195430005, -84.71439026999968)"
2021,TX,Texas,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Male,Gender,612,12.1,10.6,13.6,3667,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,48,SEX1,CAT2,_MENT14D,RESP224,"(31.827240407000488, -99.42677020599967)"
2021,UT,Utah,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Female,Gender,897,20.8,19.3,22.3,3670,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,49,SEX2,CAT2,_MENT14D,RESP224,"(39.360700171000474, -111.58713063499971)"
2021,MD,Maryland,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"Less than $15,000",Household Income,261,49.9,43.5,56.3,3725,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,24,INCOME01,CAT6,_MENT14D,RESP222,"(39.29058096400047, -76.60926011099963)"
2021,WA,Washington,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,18-24,Age Group,263,42.1,37.5,46.7,3672,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,53,AGE01,CAT3,_MENT14D,RESP223,"(47.52227862900048, -120.47001078999972)"
2021,ME,Maine,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,35-44,Age Group,250,18.7,15.8,21.6,3679,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,23,AGE03,CAT3,_MENT14D,RESP224,"(45.254228894000505, -68.98503133599962)"
